slang;formal
trs;kemudian
sneng;senang
liat;lihat
k';kak
brhjb;berhijab
mdh2n;mudah-mudahan
bsa;bisa
slmnya;salamnya
k';kak
amiiin;amin
jlbb;jilbab
dempga;semoga
selmnya;selamanya
pke;pakai
tth;teteh
aamiin;amin
otot2;otot-otot
dgn;dengan
lengkeeett;lengket
caaannnttiikkk;cantik
bgt;banget
pake;pakai
wahh;wah
kemaren;kemarin
kaaa;kak
sukaaaa;suka
bgt;banget
cantikkk;cantik
jgn;jangan
y;ya
tmbh;tambah
trusss;kemudian
kk;kakak
kk;kakak
gn;begini
sm;sama
ademm;adem
apasedangii;apasedang
passs;pas
beginii;begini
satuu;satu
udh;sudah
lahh;lah
cuantek;cantik
bgt;banget
akuuuur;akur
jd;jadi
sm;sama
kerennnn;keren
iniehh;ini
bangettt;banget
dehhh;deh
bgtu;begitu
sayangx;sayangnya
gk;tidak
jd;jadi
jodohx;jodohnya
bgmn;bagaimana
lg;sedang
kaliaan;kalian
sm2;sama-sama
haslnya;hasilnya
stlh;setelah
skrng;sekarang
ak;aku
kencng;kencang
jg;juga
kk;kakak
bgt;banget
trus;kemudian
sm;sama
kk;kakak
jgn;jangan
bundaa;bunda
klu;kalau
laki2;laki-laki
bgitu;begitu
msh;masih
jng;jangan
krn;karena
neh;nih
kluarga;keluarga
pmbantu;pembantu
yg;yang
y;ya
gg;tidak
nahan;menahan
emng;memang
smga;semoga
kmbl;kembali
ad;ada
kmbali;kembali
kpd;kepada
amiiiin;amin
bru;baru
cuchook;cocok
kloop;klop
sempurnaa;sempurna
sneng;senang
bnget;banget
inii;ini
klrga;keluarga
kyk;kayak
dlu;dulu
klihatan;kelihatan
cintax;cintanya
bgtu;begitu
ma;sama
pnuh;penuh
skrg;sekarang
g;tidak
ngrti;mengerti
lg;sedang
ap;apa
artix;artinya
smoga;semoga
lg;sedang
trlalu;terlalu
untk;untuk
"mudah""an";mudah-mudahan
dpt;dapat
yg;yang
lbh;lebih
"segala""ny";segala-galanya
dr;dari
mantanny;mantannya
yg;yang
y;ya
org;orang
pst;pasti
jodohny;jodohnya
org;orang
jg;juga
anak2nya;anak-anaknya
smoga;semoga
dpt;dapat
yg;yang
amiiin;amin
cocokkk;cocok
cantk;cantik
ituuu;itu
gak;tidak
nyesel;menyesal
seneng;senang
ngeliat;melihat
gk;tidak
tdk;tidak
gk;tidak
knpa;kenapa
kaasian;kasihan
smua;semua
dpt;dapat
laki2;laki-laki
tp;tapi
padhl;padahal
"ank""";anak-anak
d;di
pkrin;pikirkan
kn;kan
anakx;anaknya
yg;yang
jagain;menjaga
jngan;jangan
sia2kan;sia-siakan
klian;kalian
masi;masih
jdi;jadi
pgn;pengin
mauu;mau
wowww;wow
naaahhh;nah
km;kamu
blm;belum
beluumm;belum
sayangggq;sayangku
bsk;besok
woow;wow
kreean;keren
banger;banget
ciiieee;cie
cieee;cie
cieeee;cie
berenanh;berenang
yuuk;yuk
yukk;yuk
pacarr;pacar
kuu;ku
pen;pengin
bingitss;banget
besokkk;besok
anjirrrr;anjir
jdi;jadi
pcrn;pacaran
bngt;banget
gk;tidak
annnnjjjjjjrrrr;anjir
brp;berapa
dehh;deh
ngeliatin;melihati
org;orang
trmasuk;termasuk
anak2;anak-anak
trll;terlalu
ngumbar2;mengumbar-umbar
brdua;berdua
romantiss;romantis
bgt;banget
ciee;cie
cocook;cocok
syg;sayang
lucuuuuuuuu;lucu
yank;sayang
lucuuuuu;lucu
kaaaaaann;kan
nyaaaaaaa;nya
lgs;langsung
yaang;yang
ga;tidak
ngeluarin;mengeluarkan
sedangiii;sedang
bangedt;banget
bgt;banget
dahh;dah
njir;anjir
bgt;banget
gde;gede
bgt;banget
gn;begini
lutunaaa;lucunya
bgt;banget
bikinnn;bikin
keee;ke
bungkuuussss;bungkus
bgt;banget
pngn;pengin
pnya;punya
kyk;kayak
lucux;lucunya
lucuu;lucu
gemes;gemas
lucuu;lucu
bntr;bentar
lg;sedang
jgn;jangan
bgt;banget
c;sih
gemesss;gemas
bangettt;banget
yaa;ya
buanyaaak;banyak
aaamiiinnn;amin
aamiin;amin
aaamiiin;amin
aamiin;amin
ntap;mantap
abgnyaah;abangnya
abg;abang
mungkiin;mungkin
akuhh;aku
amiin;amin
pastii;pasti
foto2;foto-foto
yukkk;yuk
bgt;banget
ngelihat;melihat
lbh;lebih
manteb;mantap
hiduupppp;hidup
org;orang
lucu2;lucu-lucu
yak;ya
tebel;tebal
bgt;banget
bkn;bukan
orng;orang
nganggepin;menanggapi
nganggepin;menanggapi
ttp;tetap
"mentang""";mentang-mentang
gk;tidak
ky;kaya
najiss;najis
ngarep;mengharap
lg;sedang
saya;saya
jgan;jangan
saya;saya
perjabatt;pejabat
yg;yang
baikk;baik
tp;tapi
org2;orang-orang
cm;cuma
knp;kenapa
makany;makanya
jngn;jangan
bangettt;banget
semngat;semangat
benneeeeeerr;benar
pede;percaya diri
males;malas
ama;sama
krjaan;pekerjaan
pnting;penting
jga;juga
bkan;bukan
kdng;kadang
kdang;kadang
knan;kanan
kdng;kadang
tdk;tidak
ginii;begini
ngaca;mengaca
ngerasa;merasa
ngeri2;ngeri-ngeri
"mentang""";mentang-mentang
anak'y;anaknya
udh;sudah
trknal;terkenal
ajah;saja
gak;tidak
"gtu""";begitu-gitu
klok;kalau
org;orang
yg;yang
yaa;ya
aamiiiinnnnn;amin
iyaa;iya
kerenn;keren
nnti;nanti
kmu;kamu
kek;kayak
gtu;begitu
jg;juga
brpa;berapa
ky;kaya
kmren;kemarin
bgt;banget
jg;juga
ksh;kasih
kerenn;keren
kannn;kan
pengennnn;pengin
kann;kan
iyaa;iya
kerenn;keren
pengen;pengin
tp;tapi
dlu;dulu
bgt;banget
sama2;sama-sama
guw;saya
jd;jadi
ccok;cocok
ihh;ih
sbnrny;sebenarnya
lbh;lebih
jugaaa;juga
iyaaa;iya
pdhal;padahal
bgt;banget
pdhal;padahal
jd;jadi
gituh;begitu
bgt;banget
bgt;banget
yaaa;ya
bngett;banget
g;tidak
stuju;setuju
dpt;dapat
bgt;banget
kl;kalau
jd;jadi
bgt;banget
sma;sama
gk;tidak
siiiiiiippppppppp;sip
selaloe;selalu
mauuuu;mau
donggg;dong
bgt;banget
beruntungnyaaaa;beruntungnya
inii;ini
dr;dari
dlu;dulu
klo;kalau
sma;sama
bngtttt;banget
bngtttt;banget
soal'y;soalnya
smga;semoga
trs;kemudian
y;ya
bgt;banget
udh;sudah
prhatian;perhatian
jd;jadi
pulak;pula
hebaat;hebat
lahh;lah
bgt;banget
ma;sama
inih;ini
ampunn;ampun
gueee;saya
mbk;mbak
bnget;banget
sma;sama
ngiri;mengiri
liatt;lihat
gehh;gih
ankknyaaa;anaknya
bgt;banget
udah;sudah
liat;lihat
bgt;banget
bgt;banget
ma;sama
syg;sayang
centilnyaaaaaa;centilnya
gemesshzzzzhzzhzhzhsjssjs;gemas
bgtt;banget
ngacaaa;mengaca
diaaa;dia
gemes;gemas
bgt;banget
jd;jadi
pngn;pengin
ktmu;ketemu
bgt;banget
jirr;anjir
bgt;banget
dahh;dah
kayaa;kaya
gt;begitu
yaaa;ya
cempreeng;cempreng
centillll;centil
pcran;pacaran
bnget;banget
bgt;banget
ama;sama
bgt;banget
jugak;juga
jg;juga
dlu;dulu
pengen;pengin
mantep;mantap
anedh;banget
ampyunnnn;ampun
boro2;boro-boro
bkn;bukan
tp;tapi
suka2;suka-suka
nyta;nyata
kampungn;kampungan
lg;sedang
bru;baru
jd;jadi
j;saja
dh;dah
gt;begitu
mna;mana
jgn;jangan
pkai;pakai
klw;kalau
mnghina;menghina
org;orang
dri;dari
ngolokin;mengolok
org;orang
ngurusin;mengurus
blum;belum
bener;benar
ngurusin;mengurusi
"syirik""";syirik-syirik
bener;benar
bng;bang
ud;sudah
gk;tidak
than;tahan
lg;sedang
dsr;dasar
siriik;sirik
ituu;itu
mampuuu;mampu
org;orang
mo;mau
lbh;lebih
klo;kalau
aq;aku
yg;yang
km;kamu
khan;kan
q;ku
slalu;selalu
km;kamu
dgn;dengan
q;ku
jd;jadi
pngen;pengin
ky;kaya
aduuhh;aduh
cemburuu;cemburu
k;ke
aq;aku
bangettt;banget
cucok;cocok
bingitzzzz;banget
ngarep;mengharap
bget;banget
tlog;tolong
jga;juga
apasihhh;apasih
pda;pada
sirikk;sirik
sma;sama
smpe;sampai
gk;tidak
kalii;kali
kaliann;kalian
dbnding;dibanding
sma;sama
nrka;neraka
pda;pada
ngurusin;mengurusi
org;orang
s3ndiri;sendiri
jgn;jangan
dngerin;mendengarkan
yg;yang
pnting;penting
ttep;tetap
smangat;semangat
ortu;orang tua
kk;kakak
yg;yang
bnyk;banyak
bhgiain;membahagiakan
kdua;kedua
org;orang
kk;kakak
mreka;mereka
gk;tidak
pd;pada
gimana;bagaimana
jd;jadi
kk;kakak
yg;yang
skrg;sekarang
mreka;mereka
hnya;hanya
sm;sama
yg;yang
udh;sudah
d;di
sm;sama
kk;kakak
pdhal;padahal
udh;sudah
aja;saja
sma;sama
bgt;banget
kk;kakak
bgt;banget
klo;kalau
sma;sama
k;kak
prcya;percaya
k;kak
bgt;banget
sma;sama
org;orang
liat;lihat
kk;kakak
bkln;bakalan
bhagaia;bahagia
lhir;lahir
sma;sama
cuco;cocok
bngt;banget
bgt;banget
usahh;usah
genittt;genit
yahh;ya
kx;kak
mlikk;milik
kasian;kasihan
k;kak
"mentah""";mentah-mentah
kata2;kata-kata
blm;belum
ga;tidak
ngurusin;mengurusi
idup;hidup
org;orang
aja;saja
gimana;bagaimana
engga;tidak
canci;cantik
aneed;banget
make;memakai
gimanaa;bagaimana
cantikkk;cantik
gimna;bagaimana
jdi;jadi
gitu;begitu
ngikutin;mengikuti
gak;tidak
yah;ya
lainnn;lain
pentingg;penting
pake;pakai
yg;yang
gmn;bagaimana
kenalin;memperkenalkan
kk;kakak
make;memakai
bgd;banget
cans;cantik
pake;pakai
bagaimanaaa;bagaimana
krudung;kerudung
gimana;bagaimana
bangeet;banget
cans;cantik
bgt;banget
canci;cantik
bangett;banget
enakkkkk;enak
poool;pol
woow;wow
jirrrr;anjir
gni;begini
bat;banget
liat;lihat
yg;yang
oprasiya;operasinya
gak;tidak
mksh;terima kasih
yaa;ya
ma;sama
uwee;saya
mh;mah
dak;indak
pilihannny;pilihannya
itumahh;itumah
muuuu;mu
yuuk;yuk
uuhhh;uh
saya;saya
doank;doang
ma;sama
idung;hidung
ma;sama
bnyak;banyak
kk;kakak
berbakiti;berbakti
tetep;tetap
tehh;teh
alhamd;alhamdulillah
tebel;tebal
yaaa;ya
jd;jadi
ortu;orang tua
amiien;amien
udh;sudah
makasi;terima kasih
slmttt;selamat
kk;kakak
ucapin;mengucapkan
krn;karena
hbs;habis
tetp;tetap
yaa;ya
ditengah2;ditengah-tengah
semuanyaa;semuanya
donk;dong
mbk;mbak
idung;hidung
kya;kaya
smoga;semoga
yg;yang
semuannyaaa;semuanya
aminn2;amin-amin
aamiin;amin
kpn;kapan
ngareppppp;mengharap
tp;tapi
abs;habis
bnr2;benar-benar
kebnyak'an;kebanyakan
org;orang
abs;habis
melahirin;melahirkan
hbis;habis
ngeluarin;mengeluarkan
sma;sama
kmu;kamu
dlu;dulu
ngga;tidak
hdup;hidup
kaa;kak
pengen;pengin
mantapp;mantap
tetep;tetap
sempet;sempat
pake;pakai
aduuuh;aduh
cakeep;cakep
lucuu;lucu
ajaa;saja
tetep;tetap
cantiiikk;cantik
nyaaaa;nya
tu;itu
lhooo;loh
gituuu;begitu
kamuuuu;kamu
jg;juga
cm;cuma
ga;tidak
bagi2;bagi-bagi
donk;dong
mb;mbak
rempong;repot
kasi;kasih
dg;dengan
waah;wah
sdh;sudah
skrg;sekarang
klo;kalau
psti;pasti
kerass;keras
gimn;bagaimana
kk;kakak
kasi;kasih
donk;dong
bs;bisa
kk;kakak
donk;dong
kren;keren
neh;nih
smogaaa;semoga
biza;bisa
sperti;seperti
kk;kakak
aamien;amien
lngsing;langsing
org;orang
yg;yang
ngmg;mengomong
uda;sudah
ga;tidak
pake;pakai
emang;memang
jg;juga
ttep;tetap
wowoooww;wow
trun;turun
ky;kaya
k;kak
aq;aku
dr;dari
smnjak;semenjak
blom;belum
k;ke
smulla;semula
pdhall;padahal
blln;bulan
masi;masih
gile;gila
saya;saya
kl;kalau
sich;sih
pgn;pengin
senang2;senang-senang
jh;saja
seh;sih
nggak;tidak
kereeennnn;keren
donk;dong
bln;bulan
gmn;bagaimana
gilakkk;gila
gtu2;begitu-gitu
sehh;sih
kakk;kak
ajah;saja
cpet;cepat
bnget;banget
aq;aku
uda;sudah
nyobain;mencoba
dlm;dalam
wktu;waktu
hr;hari
gatau;tidak tau
gataunya;tidak taunya
gtau;tidak tau
gatau;tidak tau
fans2;fan-fan
gaharus;tidak harus
jkt;jakarta
bdg;bandung
duit;uang
setop;stop
conggornya;mulutnya
pemdha;pemerintah daerah
menkes;menteri kesehatan
dibagi2;dibagi-bagi
kabeh;semua
wh;wah
malming;malam minggu
lalin;lalu lintas
hii;hai
make sure;pastiin
ngapa;mengapa
tiba2;tiba-tiba
nitssz;nita
tempoh;tempo
claster;klaster
kes;kasus
kluster;klaster
tggu;tunggu
ni;ini
gone;hilang
students;murid
xyah;kali ya
kene;sini
nak;akan
dah;sudah
gimmick;gimik
mengenalpasti;mengenal pasti
positip;positif
tuk;untuk
org;orang
utk;untuk
guys;semua
ga ;engga
jum at;jum'at
case;kasus
pedililindungi;peduli lindungi
ummat;umat
berbeza;berbeda
dear;untuk
ni;ini
lho;loh
mmg;memang
content;konten
bener2;benar-benar
dgn;dengan
mnunggu;menunggu
krn;karena
gabisa;tidak bisa
jgn;jangan
yaolloh;yaAllah
skrg;sekarang
kn;kan
tuk;untuk
dialihfungsikan;dialih fungsikan
tak bisaaa;tidak bisa
blm;belum
ngasih;memberi
ngak;engga
loe;lo
jugak;juga
nga;engga
minggat;pergi
yak;ya
muluk;mulu
tu;itu
gegara;gara-gara
klo;kalau
gua;saya
g;engga
pgn;ingin
pls;mohon
july;juli
clear;selesai
ato;atau
krn;karena
monmaap;mohon maaf
jahad;jahat
thd;terhadap
dijanjikn;dijanjikan
dr;dari
otg;orang
tdnya;tadi nya
tp;tapi
jd;jadi
ngiri;iri
hny;hanya
gaperlu;engga perlu
ad;ada
yaah;yah
saia;saya
kena2;kena-kena
elu;lo
pasedang;apasedang
pny;punya
blum;belum
cepet;cepat
yakan;iya kan
ngga;engga
kalau;kalau
ati ati;hati-hati
klrga;keluarga
besar2;besar-besar
hati2;hati-hati
gemes;gemas
yuuk;yuk
solat;salat
newssss;news
trs;kemudian
nih;ini
jwb;jawab
sblm;sebelum
gt;gitu
sy;saya
finish;selesai
sape;siapa
ne;nih
dinsos;dinas sosial
boros2;boros-boros
bgt;banget
mal;mall
ngasih;memberi
ni;ini
kemudianssss;kemudian
smlm;semalam
ke infeksi;terinfeksi
masi;masih
sehat2;seha-sehat
dpt;dapat
dg;dengan
positip;positif
sbgmn;sebagaimana
orang2;orang-orang
diiket;diikat
emg;memang
tk;tak
pny;punya
jln;jalan
kluar;keluar
tp;tapi
nangani;menangani
ntuh;itu
indomrt;indomaret
sangking;saking
minggat;pergi
brrti;berarti
byk;banyak
sm;sama
lokdon;lockdown
la;lah
tu;itu
jona;zona
kk;kakak
knp;kenapa
tdk;tidak
akukira;aku kira
nihh;nih
predikso;prediksi
sejarah2;sejarah-sejarah
mmg;memang
badan2;badan-badan
lma;lama
sbab;sebab
smuanya;semua nya
bkrja;bekerja
plg;paling
sm;sama
mcmtu;macam itu
berdamay;berdamai
jd;jadi
dasyat;dahsyat
w;with
ppl;people
selesa;selesai
bln;bulan
sy;saya
pd;pada
ntn;nonton
negara2;negara-negara
plsssss;please
kagaak;tidak
bapake;bapak
gara2;gara-gara
kl;kalau
dlm;dalam
pd;pada
rerata;rata-rata
koq;kok
ketum2;ketua umum-ketua umum
disanaaa;disana
ttp;tetap
jd;jadi
kpd;kepada
bersama2;bersama-sama
yea;ya
nie;nih
mmg;memang
laaa;lah
oook;oh
ja;aja
ttg;tentang
hmmzz;hmm
lg;sedang
jg;juga
sgt;sangat
donk;dong
koq;kok
gais;guys
"gara""";gara-gara
dipijak2;dipijak-pijak
sbg;sebagai
dngn;dengan
mngkin;mungkin
ank;anak
bapakkkk;bapak
pegi;pergi
jgn2;jangan-jangan
hr;hari
lbh;lebih
kagak;tidak
gara2;gara-gara
bgmn;bagaimana
atr;antara
masy;masyarakat
wkt;waktu
dg;dengan
bnyk;banyak
krg;kurang
gesss;guys
ngasi;memberi
bs;bisa
tida;tidak
gasalah;tidak salah
pjbt;pejabat
hdp;hidup
sangking;saking
bersm;bersama
mrk;mereka
tabliq;tabligh
xyah;kali ya
gone ;hilang
tuk;untuk
diorg;di orang
masing2;masing-masing
dodooool;dodol
diimbau;di himbau
dah ;sudah
mgkin;mungkin
selow;slow
tp;tapi
tggu;tunggu
duluuu;dulu
x;kali
sobat;sahabat
kelen;kalian
teges;tegas
omggggg;ya tuhan
ngejar;mengejar
iyees;yes
bangeet;banget
bisaaa;bisa
jugak;juga
kuatir;khawatir
bgmna;bagaimana
mgkn;mungkin
hadeh;aduh
trus;kemudian
ndak;tidak
ke mana2;kemana-mana
mosok;masa
addeh;aduh
ad;ada
pasedang;apasedang
duite;duitnya
pd;pada
trilyun;triliun
kite;kita
alloh;Allah
sgr;segera
scr;secara
thd;terhadap
lbh;lebih
hrs;harus
skrng;sekarang
surpei;survei
cptcpt;cepat-cepat 
orng;orang
pegan;pegang
rekod;rekor
convid;covid
pemgusaha;pengusaha
lhaa;lah
brarti;berarti
tgsna;tugasnya
krn;karena
krg;kurang
dieorang;diserang
murce;murah sekali
kenceng ;kencang
ubat;obat
scr;secara
tenang2;tenang-tenang
asemmm;asam
sayampor;gempor
hambaaa;hamba
sby;surabaya
hbis;habis
mo;mau
k tmn;ke teman
sma2;sama-sama
kumplittt;komplit
w ;saya
bong;bung
bkn;bukan
tktnya;takutnya
gemes;gemas
ampe;sampai
gerobak2;gerobak-gerobak
gpp;gapapa
kn;kan
tjd;terjadi
spt;seperti
donk;dong
haii;hai
adek;adik
udeh;sudah
bsa;bisa
gtu;gitu
reallife;real life
ksitu;kesitu
ngadi ngadi;ada-ada
brbahaya;berbahaya
lau;lo
mentang2;mentang-mentang
degh;deh
gile;gila
dlm;dalam
trnyata;ternyata
nganggur;menganggur
"nongkrong""";nongkrong-nongkrong
ngga;tidak
ngajar;mengajar
lop u;suka you
bs;bisa
ttg;tentang
jangan2;jangan-jangan
brsiaplah;bersiap lah
tntangan;tantangan
skaligus;sekaligus
bngsa;bangsa
pen;pengen
tpi;tapi
emng;emang
haaaaaa;hah
mbuat;buat
duniaaaa;dunia
ntar;nanti
ilangnyaaa;hilang nya
keluargaaaaaaaaa;keluarga
apaa;apa
akhir2;akhir-akhir
gk;tidak
gmn;gimana
klw;kalau
kemudianss;kemudian
nggak;tidak
slma;selama
baikkkkk;baik
ketidaksanggupan;ketidak sanggupan
pergi2;pergi-pergi
tks;thanks
ttap;tetap
jkt;jakarta
debar2;berdebar
spt;seperti
ingattt;ingat
semanggat;semangat
ayooo;ayuk
kprdulian;kepedulian
wbah;wabah
kpd;kepada
kenegara2;ke negara-negara
pakej;pakai
mreka;merekan
pd;pada
dminta;diminta
kmbali;kembali
sdia;sedia
kla;kala
pkai;pakai
jga;jaga
jrak;jarak
adlh;adalah
lha;lah
rapidtest;rapid test
dg;dengan
ngga;tidak
cluster;klaster
sy;saya
gmbar;gambar
moga;semoga
mula2;mula-mula
ayyy;saya
nggak;tidak
prubahn;perubahan
nggak;tidak
krj;kerja
mcm;macam
bljr;belajar
krna;karena
hny;hanya
dg;dengan
apk;aplikasi
bsk;besok
lwt;lewat
belajarpahamin;belajar pahamin
kaliaj;kalian
skrg;sekarang
dr;dari
kyk;kayak
giniii;gini
smngaat;semangat
ttg;tentang
belajarnugas;belajar nugas
ato;atau
gasih;tidak sih
cpe;capai
smngaat;semangat
mmf;maaf
mat;matematika
kalau;kalau
ad;ada
mniez;manis
woe;woi
mwuu;mau
amjir;anjir
nangiss;nangis
trus;kemudian
gamuncul;ga muncul
soallnya;soalnya
misii;misi
onlinegurunya;online gurunya
gy;sedang
jrusan;jurusan
ak;aku
aslii;asli
gua;saya
brgerak;bergerak
dy;dia
bs;bisa
berbulanbulan;berbulan-bulan
kl;kalau
stidaknya;setidaknya
kls;kelas
benerr;bener
gegara;gara-gara
kaaaak;kak
erorrr;error
pdhl;padahal
lg;sedang
gk;tidak
iyo;iya
donk;dong
tujuane;tujuannya
daringonline;daring online
jujurjujuran;jujur-jujuran
ndak;tidak
wahh;wah
mmg;memang
balikk;balik
mangat;semangat
wehh;wah
dri;dari
ku;aku
wrk;work
ttp;tetap
jdnya;jadinya
jman ;zaman 
da;sudah
tak;tidak
tdk;tidak
ga;tidak
gk;tidak
gak;tidak
ngga;tidak
enggak;tidak
nggak;tidak
ngak;tidak
tanpa;tidak
engga;tidak
gx;tidak
tkde;tidak ada
tk;tak
bhs;bahasa
yok;ayuk
gaada;tidak ada
gk;gak
aj;saja
kmu;kamu
baruu;baru
niii;nih
kakaaa;kakak
dahlah;suda lah
tw;twitter
semangattt;semangat
kadng;kadang
sprt;seperti
bln;bulan
smngat;semangat
tolonglahhh;tolong lah
knp;kenapa
gada;tidak ada
dikejarkejar ;dikejar-kejar
gituu;gitu
oia;oiya
th;tahun
tidurrr;tidur
yng;yang
lbh;lebih
mlas;malas
krn;karena
jalannnnn;jalan
eitsss;eit
kk;kak
tpii;tapi
banyakkcara;banyak cara
gni;gini
dripada;daripada
kemaren;kemarin
ngga;tidak
lu;lo
ngarti;ngerti
onlinw;online
gafaham;ga paham
sem;semester
nggk;tidak
mao;mau
tulissaat;tulis saat
tuch;tuh
gxx;gak
enaka;enak
yhhk;yah
deadlinea;deadline nya
gx;gak
ngotaxxkk;ngotak
lho;loh
onlinekoyak;online kayak
loitu;lo itu
riby;ribu
gmn;gimana
debarnyaaaa;debarnya
trus;kemudian
gg;gang
kluar;keluar
ama;sama
sklh;sekolah
kaneee;enak
kmoe;kamu
met;selamat
pagii;pagi
semangatt;semangat
ktika;ketika
ak;aku
ayoo;ayuk
w;saya
thn ;tahun
semuanyaaa;semuanya
met;selamat
ma;sama
kg;tidak
pgn;ingin
publick;publik
sampaiiii;sampai
ksi;kasih
ape;apa
pke;pakai
hbis;habis
siiii;sih
belajareh;belajar
bs;bisa
sy;saya
byar;bayar
mo;mau
skr;sekarang
telp;telepone
sy;saya
ko;kok
rangorang;orang-orang
jugaa;juga
sihh;sih
tpi;tapi
polbek;follow back
krj;kerja
utk;untuk
nieh;nih
dripda;daripada
gn;gini
ntar;tar
debarrrr;debar
laa;lah
bolpen;bolpoin
batre;baterai
bangett;banget
gtu;gitu
bntr;bentar
lgi;sedang
semangatt;semangat
jgn;jangan
bnr;benar
iyh;iya
ayoo;ayuk
w mau;saya mau
lg;sedang
gbs;gak bisa
kl;kalau
tdr;tidur
gituuu;gitu
hrs;harus
ma;sama
kg;tidak
nggak;tidak
akk;aku
ngga;tidak
ktnya;katanya
tgl;tanggal
sy;saya
emg;memang
yess;yes
ngga;tidak
mtk;matematika
sring;sering
nii;nih
onlinev;online
takde;tidak ada
takdak;tidak ada
nk;nak
aaku;aku
wahhh;wah
seharuse;seharusnya
kn;kan
klo;kalau
dri;dari
aj;aja
bwt;buat
klas;kelas
btuh;butuh
kn;kan
msuk;masuk
trimakasih;terimakasih
semga;semoga
kmu;kamu
susahla;susah lah
saya;saya
bgsd;bangsat
abs;abis
msi;masih
elaahhh;elah
kalau;kalau
akuu;aku
anakwalaupun;anak walaupun
watdee;what the
apaa;apa
teahot;tea hot
inverstor;investor
kkkkkkk;kak
tulah;itu lah
duh;aduh
nu;nih
kt;kita
dkt;dekat
nnt;nanti
bljr;belajar
ijin;izin
kl;kalau
sakitt;sakit
bodohkk;bodoh
nmpk;numpuk
nielah;nih lah
gi;sedang
nie;nih
ddk;duduk
pinterrr;pinter
begooo;bego
anjirrrr;anjir
tautak;tau tak
takfaham;tidak paham
bet;banget
bbrp;beberapa
ttp;tetap
ngga;tidak
wifii;wifi
ngabisin;menghabiskan
tulung;tolong
dunk;dong
ribettt;ribet
inii;ini
basicny;basic nya
bethul;betul
bg;bang
amnjjeenkkk;anjing
gais;semuanya
bongsu;bungsu
nggamau;tidak mau
hrus;harus
ga;gak
cpe;capek
disni;disini
ad;ada
makasihh;terimakasih
gy;sedang
gua;saya
pd;pada
rb;ribu
dy;dia
kl;kalau
kls;kelas
ortu;orang tua
pernaaah;pernah
ttg;tentang
ytb;youtube
yok;yuk
gaiss;semuanya
apasih;apa sih
amjir;anjir
intenn;inten
bekas;bekasi
tertulisonline;tertulis online
harustekun;harus tekun
pakmasih;pak masih
ohhhhh;oh
terimaa;terima
duiittt;duit
kepoahmaneh;kepo ah maneh
ibupak;ibu bapak
efektiffeh;efektif
ribett;ribet
asih;kasih
ibuk;ibu
gasuka;gak suka
burungkuu;burung ku
kepake;terpakai
ngasih;memberi
app;aplikasi
gblk;bodoh 
loker;lowongan kerja 
rep;reply
ijo;hijau 
yeeeeeeaaaaaaahhhhhhhhhh;ya
gw;saya
apps;aplikasi
wkwk;haha
tbtb;tiba tiba
okee;oke
tros;kemudian
pixiku;pixi aku
sbm;sebelum
disc;diskon
hitz;hit
ajib;bagus
teenyataaaa ;ternyata
keciiilllll ;kecil
bangeettt ;banget
iniii;ini
bangak;banyak 
nyisa;sisa
dikit;sedikit
ammazingggg;luar biasa
cairr;cair
agak;perkiraan
pemaikaiann;pemakaian
exfloating;eksfoliasi
 recomendasiin;rekomendasikan
kentel;kental
bruntusan;beruntusan
terthebest;terbaik
belii;beli
jujurly;sejujurnya
celkit;cekit
cekat;cekit
mantul;mantap
manfaatnyaa;manfaatnya
jgg;juga
luv;cinta
kusuka;aku suka
 hydrting;hydrating
gampang;mudah
dooonkk;dong
bertama;pertama
buagussssssssssssss ;bagus
puoooooooollllllllllllllll;pol
ges;semuanya
aktiv;aktif
sekrang;sekarang
holgrail;penyelamat kulit
aplg;apalagi
sebagua;sebagus
sakiiit;sakit
petamaa;pertama
mantapp;mantap
wowwww;wow
Secintaaaaaaaa;sangat cinta
cintaaa;cinta
ngebersihin;membersihkan
ngecilin;mengecilkan
elegant;bagus
tonerrr;toner 
exfoooo;eksfoliasi
exfoliating;eksfoliasi
pernahh;pernah
benerrr;benar
beruntusann;beruntusan
ilangg;hilang
ngerasaa;merasa
keangkat;terangkat
gituuuu;gitu
uudah;sudah
alus;halus
gunain;menggunakan
